               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  23,              2.3845,              1.7751,              1.0749,             0.82882,             0.74489,             0.81562,             0.44837,                   0,                   0,                   0,           0.0099129,           0.0099129,           0.0099129
                  24,              2.3561,              1.7866,              1.0662,             0.91046,             0.71108,             0.80693,             0.44832,                   0,                   0,                   0,           0.0099089,           0.0099089,           0.0099089
                  25,              2.4008,              1.7855,              1.0914,             0.87368,              0.6993,             0.81395,             0.45883,                   0,                   0,                   0,            0.009905,            0.009905,            0.009905
                  26,              2.2993,              1.7587,              1.0695,             0.87904,             0.70629,             0.81831,              0.4834,                   0,                   0,                   0,            0.009901,            0.009901,            0.009901
                  27,              2.2991,              1.6759,              1.0777,             0.92696,             0.72028,             0.82004,             0.46485,                   0,                   0,                   0,            0.009897,            0.009897,            0.009897
                  28,              2.2618,               1.599,              1.0747,             0.84618,             0.70629,             0.78235,             0.46778,                   0,                   0,                   0,           0.0098931,           0.0098931,           0.0098931
                  29,              2.3147,              1.7392,              1.0748,             0.83751,             0.78322,             0.81991,             0.48421,                   0,                   0,                   0,           0.0098891,           0.0098891,           0.0098891
                  30,              2.2612,              1.6691,              1.0725,              0.9212,             0.73581,             0.83404,             0.48029,                   0,                   0,                   0,           0.0098852,           0.0098852,           0.0098852
                  31,              2.2936,              1.6794,              1.0791,             0.86877,             0.71329,             0.81421,              0.4634,                   0,                   0,                   0,           0.0098812,           0.0098812,           0.0098812
                  32,              2.2634,              1.5641,              1.0564,              0.8992,              0.6993,             0.80999,             0.48556,                   0,                   0,                   0,           0.0098772,           0.0098772,           0.0098772
                  33,               2.239,              1.5957,              1.0585,              0.8726,             0.76639,              0.8423,             0.51201,                   0,                   0,                   0,           0.0098733,           0.0098733,           0.0098733
                  34,              2.2359,              1.6163,               1.055,             0.90294,             0.71559,             0.80433,             0.46937,                   0,                   0,                   0,           0.0098693,           0.0098693,           0.0098693
                  35,              2.2209,              1.5779,               1.054,             0.89296,             0.75843,             0.82259,             0.48089,                   0,                   0,                   0,           0.0098654,           0.0098654,           0.0098654
                  36,              2.1584,              1.5268,              1.0542,             0.94135,             0.74825,              0.8275,             0.51319,                   0,                   0,                   0,           0.0098614,           0.0098614,           0.0098614
                  37,              2.2045,              1.5734,              1.0647,             0.87287,             0.79021,             0.83598,             0.49376,                   0,                   0,                   0,           0.0098574,           0.0098574,           0.0098574
                  38,              2.1943,              1.5388,              1.0707,             0.91414,             0.76224,             0.83522,              0.5064,                   0,                   0,                   0,           0.0098535,           0.0098535,           0.0098535
                  39,              2.1678,              1.5396,              1.0543,             0.91341,             0.73427,              0.8453,             0.49781,                   0,                   0,                   0,           0.0098495,           0.0098495,           0.0098495
                  40,              2.1476,              1.4937,              1.0731,             0.83885,             0.76923,             0.84553,             0.49036,                   0,                   0,                   0,           0.0098456,           0.0098456,           0.0098456
                  41,              2.1537,              1.4714,              1.0446,             0.90744,             0.72727,             0.82324,             0.51458,                   0,                   0,                   0,           0.0098416,           0.0098416,           0.0098416
                  42,              2.1468,              1.5007,              1.0535,             0.89586,             0.72193,             0.83332,             0.51659,                   0,                   0,                   0,           0.0098376,           0.0098376,           0.0098376
                  43,              2.1414,              1.5207,              1.0448,             0.93599,             0.68531,             0.83019,             0.53248,                   0,                   0,                   0,           0.0098337,           0.0098337,           0.0098337
                  44,              2.1485,               1.486,              1.0504,             0.90042,             0.76224,             0.83447,             0.52488,                   0,                   0,                   0,           0.0098297,           0.0098297,           0.0098297
                  45,              2.1702,              1.4938,              1.0585,             0.88186,             0.78298,             0.84735,             0.53403,                   0,                   0,                   0,           0.0098258,           0.0098258,           0.0098258
                  46,              2.1807,              1.5164,              1.0591,             0.93488,             0.72727,             0.82499,             0.50581,                   0,                   0,                   0,           0.0098218,           0.0098218,           0.0098218
                  47,              2.1155,               1.417,              1.0626,             0.89769,             0.78322,             0.84544,             0.54791,                   0,                   0,                   0,           0.0098178,           0.0098178,           0.0098178
                  48,               2.123,              1.4705,               1.065,             0.91128,             0.77622,             0.87548,             0.55033,                   0,                   0,                   0,           0.0098139,           0.0098139,           0.0098139
                  49,               2.099,              1.4074,                1.05,             0.94593,             0.74825,             0.82685,             0.51524,                   0,                   0,                   0,           0.0098099,           0.0098099,           0.0098099
                  50,              2.1339,              1.4411,              1.0507,             0.97742,             0.67133,             0.84833,              0.5279,                   0,                   0,                   0,            0.009806,            0.009806,            0.009806
                  51,              2.0803,              1.3955,              1.0474,             0.91824,             0.78534,             0.86366,             0.55522,                   0,                   0,                   0,            0.009802,            0.009802,            0.009802
                  52,              2.0483,              1.3729,              1.0408,             0.90152,             0.76823,             0.85532,             0.52218,                   0,                   0,                   0,            0.009798,            0.009798,            0.009798
                  53,              2.0924,              1.4196,              1.0705,             0.97243,             0.73983,             0.84265,             0.51503,                   0,                   0,                   0,           0.0097941,           0.0097941,           0.0097941
                  54,               2.076,              1.3883,              1.0432,             0.87074,             0.80081,             0.84482,             0.50852,                   0,                   0,                   0,           0.0097901,           0.0097901,           0.0097901
                  55,              2.0678,              1.4275,              1.0589,             0.93356,             0.78614,             0.86784,             0.51462,                   0,                   0,                   0,           0.0097862,           0.0097862,           0.0097862
                  56,                2.06,              1.4041,               1.054,             0.90545,              0.7367,             0.85948,             0.54422,                   0,                   0,                   0,           0.0097822,           0.0097822,           0.0097822
                  57,              2.0859,              1.3589,              1.0457,             0.91941,             0.79779,             0.85939,             0.55273,                   0,                   0,                   0,           0.0097782,           0.0097782,           0.0097782
                  58,              2.0544,              1.3605,              1.0506,             0.92893,             0.81119,             0.86997,             0.53737,                   0,                   0,                   0,           0.0097743,           0.0097743,           0.0097743
                  59,              2.0871,              1.3797,              1.0349,             0.95329,             0.78322,              0.8687,             0.55709,                   0,                   0,                   0,           0.0097703,           0.0097703,           0.0097703
                  60,              2.0309,              1.3152,              1.0459,             0.93621,             0.72727,             0.84381,             0.53688,                   0,                   0,                   0,           0.0097664,           0.0097664,           0.0097664
                  61,              2.0209,              1.3531,              1.0334,             0.92796,             0.81065,             0.87732,             0.55663,                   0,                   0,                   0,           0.0097624,           0.0097624,           0.0097624
                  62,              2.0562,              1.3438,               1.039,             0.86665,             0.79021,             0.86321,             0.54565,                   0,                   0,                   0,           0.0097584,           0.0097584,           0.0097584
                  63,              2.0069,              1.2649,              1.0269,              0.9749,             0.81493,             0.89281,              0.5629,                   0,                   0,                   0,           0.0097545,           0.0097545,           0.0097545
                  64,              2.0256,              1.3629,              1.0456,             0.91748,             0.76923,             0.86773,             0.55348,                   0,                   0,                   0,           0.0097505,           0.0097505,           0.0097505
                  65,              2.0053,              1.2922,              1.0487,             0.87472,             0.77622,             0.85753,             0.54456,                   0,                   0,                   0,           0.0097466,           0.0097466,           0.0097466
                  66,              2.0059,              1.2712,              1.0459,             0.94666,             0.72028,             0.87082,             0.55514,                   0,                   0,                   0,           0.0097426,           0.0097426,           0.0097426
                  67,              2.0458,              1.3005,               1.036,             0.90053,             0.75975,             0.85875,             0.55156,                   0,                   0,                   0,           0.0097386,           0.0097386,           0.0097386
                  68,              1.9976,              1.3228,              1.0622,             0.91337,             0.78322,             0.86043,             0.55143,                   0,                   0,                   0,           0.0097347,           0.0097347,           0.0097347
                  69,              1.9905,              1.3058,                1.05,             0.93143,             0.75993,              0.8691,             0.56899,                   0,                   0,                   0,           0.0097307,           0.0097307,           0.0097307
                  70,              2.0165,              1.2838,              1.0345,             0.86415,             0.80074,             0.86922,             0.55581,                   0,                   0,                   0,           0.0097268,           0.0097268,           0.0097268
                  71,              1.9793,              1.3014,               1.027,             0.93038,             0.77622,             0.86476,             0.55238,                   0,                   0,                   0,           0.0097228,           0.0097228,           0.0097228
                  72,              2.0112,              1.2451,              1.0496,             0.92229,             0.76224,              0.8612,             0.55553,                   0,                   0,                   0,           0.0097188,           0.0097188,           0.0097188
                  73,              1.9683,              1.2668,              1.0336,             0.96252,             0.71826,             0.85883,             0.57059,                   0,                   0,                   0,           0.0097149,           0.0097149,           0.0097149
                  74,              1.9558,              1.2379,              1.0465,             0.90058,              0.7972,             0.86896,             0.58251,                   0,                   0,                   0,           0.0097109,           0.0097109,           0.0097109
                  75,              1.9842,               1.327,              1.0276,             0.94665,             0.77622,             0.86477,             0.57823,                   0,                   0,                   0,            0.009707,            0.009707,            0.009707
                  76,              1.9444,              1.2305,              1.0428,             0.93084,             0.76224,              0.8704,             0.58094,                   0,                   0,                   0,            0.009703,            0.009703,            0.009703
                  77,              1.9309,              1.2294,              1.0404,             0.94198,             0.79475,             0.88064,             0.56744,                   0,                   0,                   0,            0.009699,            0.009699,            0.009699
                  78,              1.9439,              1.2704,              1.0314,             0.89906,             0.80974,             0.87256,             0.57157,                   0,                   0,                   0,           0.0096951,           0.0096951,           0.0096951
                  79,              1.9508,               1.238,              1.0415,             0.92083,             0.81335,             0.88206,             0.58067,                   0,                   0,                   0,           0.0096911,           0.0096911,           0.0096911
                  80,              1.9687,              1.2328,              1.0315,             0.93512,              0.8042,             0.88645,             0.56996,                   0,                   0,                   0,           0.0096872,           0.0096872,           0.0096872
                  81,              1.9455,              1.2629,              1.0416,             0.91835,             0.76224,             0.88968,              0.5776,                   0,                   0,                   0,           0.0096832,           0.0096832,           0.0096832
                  82,              1.8781,              1.2067,              1.0182,             0.91336,             0.81093,             0.89043,             0.59068,                   0,                   0,                   0,           0.0096792,           0.0096792,           0.0096792
                  83,              1.9209,              1.1989,              1.0386,             0.95052,             0.80603,             0.90221,             0.59645,                   0,                   0,                   0,           0.0096753,           0.0096753,           0.0096753
                  84,              1.9937,              1.2004,              1.0561,             0.90533,             0.76224,             0.87847,             0.58837,                   0,                   0,                   0,           0.0096713,           0.0096713,           0.0096713
                  85,              1.9721,              1.2025,              1.0491,             0.89867,              0.8042,             0.88569,             0.59844,                   0,                   0,                   0,           0.0096674,           0.0096674,           0.0096674
                  86,              1.9193,              1.2271,              1.0357,             0.86195,             0.81818,             0.89144,             0.58752,                   0,                   0,                   0,           0.0096634,           0.0096634,           0.0096634
                  87,              1.8968,               1.207,              1.0182,             0.91569,             0.83549,             0.91745,             0.60518,                   0,                   0,                   0,           0.0096594,           0.0096594,           0.0096594
                  88,              1.9004,               1.194,              1.0267,              0.8802,              0.8221,             0.89733,             0.58577,                   0,                   0,                   0,           0.0096555,           0.0096555,           0.0096555
                  89,              1.9382,              1.2415,              1.0269,             0.85955,             0.81818,             0.87973,             0.55461,                   0,                   0,                   0,           0.0096515,           0.0096515,           0.0096515
                  90,              1.9721,               1.192,               1.044,             0.90947,             0.77276,             0.89107,             0.58346,                   0,                   0,                   0,           0.0096476,           0.0096476,           0.0096476
                  91,              1.9546,              1.2099,              1.0354,             0.91259,             0.80311,             0.89854,               0.579,                   0,                   0,                   0,           0.0096436,           0.0096436,           0.0096436
                  92,              1.9286,              1.1995,              1.0388,             0.87711,             0.79857,             0.89262,             0.57455,                   0,                   0,                   0,           0.0096396,           0.0096396,           0.0096396
                  93,              1.9336,               1.169,                1.04,             0.91866,             0.77622,             0.89511,             0.58676,                   0,                   0,                   0,           0.0096357,           0.0096357,           0.0096357
                  94,               1.897,              1.1662,              1.0326,             0.85292,              0.7972,             0.90137,             0.57744,                   0,                   0,                   0,           0.0096317,           0.0096317,           0.0096317
                  95,              1.9203,              1.2045,              1.0335,             0.89037,             0.79513,             0.89578,             0.57943,                   0,                   0,                   0,           0.0096278,           0.0096278,           0.0096278
                  96,              1.8696,              1.1615,              1.0257,             0.90378,             0.77622,             0.89289,             0.58392,                   0,                   0,                   0,           0.0096238,           0.0096238,           0.0096238
                  97,              1.8868,              1.1562,              1.0368,             0.91744,             0.76923,             0.88713,             0.59096,                   0,                   0,                   0,           0.0096198,           0.0096198,           0.0096198
                  98,              1.9415,               1.195,              1.0356,             0.92491,             0.77622,             0.88082,             0.57841,                   0,                   0,                   0,           0.0096159,           0.0096159,           0.0096159
                  99,              1.9366,              1.2302,              1.0273,             0.97271,             0.74779,             0.88585,             0.58795,                   0,                   0,                   0,           0.0096119,           0.0096119,           0.0096119
                 100,               1.892,              1.1933,              1.0303,             0.89802,             0.80058,             0.89889,             0.60389,                   0,                   0,                   0,            0.009608,            0.009608,            0.009608
                 101,              1.8599,              1.1164,              1.0162,             0.87517,              0.7972,             0.88956,             0.60302,                   0,                   0,                   0,            0.009604,            0.009604,            0.009604
                 102,              1.9156,              1.1736,               1.036,              0.9557,             0.78322,             0.90916,             0.59707,                   0,                   0,                   0,              0.0096,              0.0096,              0.0096
                 103,              1.9259,              1.1889,               1.036,             0.89888,             0.76923,             0.88742,             0.59688,                   0,                   0,                   0,           0.0095961,           0.0095961,           0.0095961
                 104,              1.8992,              1.1461,              1.0356,             0.90599,              0.8087,             0.90434,             0.60849,                   0,                   0,                   0,           0.0095921,           0.0095921,           0.0095921
                 105,              1.8707,              1.1454,              1.0299,             0.90217,              0.7972,             0.89977,             0.59145,                   0,                   0,                   0,           0.0095882,           0.0095882,           0.0095882
                 106,               1.867,              1.1416,               1.025,             0.89495,             0.79021,             0.88883,             0.59119,                   0,                   0,                   0,           0.0095842,           0.0095842,           0.0095842
                 107,              1.9166,              1.1618,              1.0177,             0.89771,              0.7972,             0.89723,             0.60156,                   0,                   0,                   0,           0.0095802,           0.0095802,           0.0095802
                 108,              1.8811,              1.1376,              1.0209,             0.90791,             0.82737,             0.90335,             0.60107,                   0,                   0,                   0,           0.0095763,           0.0095763,           0.0095763
                 109,              1.8964,               1.161,               1.041,             0.91485,             0.75131,             0.88695,             0.59243,                   0,                   0,                   0,           0.0095723,           0.0095723,           0.0095723
                 110,              1.8984,              1.1452,              1.0314,             0.94184,             0.79277,             0.91234,             0.60613,                   0,                   0,                   0,           0.0095684,           0.0095684,           0.0095684
                 111,               1.856,              1.0861,              1.0236,             0.90081,             0.81818,             0.90801,             0.60472,                   0,                   0,                   0,           0.0095644,           0.0095644,           0.0095644
                 112,               1.859,              1.1326,              1.0262,             0.90092,             0.82666,             0.89817,             0.60597,                   0,                   0,                   0,           0.0095604,           0.0095604,           0.0095604
                 113,              1.8767,              1.1181,              1.0172,             0.92471,             0.77301,             0.89716,             0.60829,                   0,                   0,                   0,           0.0095565,           0.0095565,           0.0095565
                 114,              1.8748,              1.1135,              1.0398,             0.91113,             0.79021,              0.8984,             0.60218,                   0,                   0,                   0,           0.0095525,           0.0095525,           0.0095525
                 115,              1.8431,              1.1141,              1.0223,             0.91319,              0.7972,             0.89541,             0.59421,                   0,                   0,                   0,           0.0095486,           0.0095486,           0.0095486
                 116,              1.8281,              1.0644,              1.0247,             0.89609,             0.82517,             0.89655,             0.59222,                   0,                   0,                   0,           0.0095446,           0.0095446,           0.0095446
                 117,               1.901,              1.1495,              1.0277,             0.89416,             0.82709,             0.89683,             0.60621,                   0,                   0,                   0,           0.0095406,           0.0095406,           0.0095406
                 118,              1.8365,              1.0851,              1.0176,             0.90017,             0.81977,             0.89162,             0.60807,                   0,                   0,                   0,           0.0095367,           0.0095367,           0.0095367
                 119,              1.8382,              1.0927,              1.0195,             0.93583,             0.83217,             0.90443,             0.60068,                   0,                   0,                   0,           0.0095327,           0.0095327,           0.0095327
                 120,              1.8681,              1.1472,              1.0156,             0.90634,             0.81119,             0.90366,             0.60871,                   0,                   0,                   0,           0.0095288,           0.0095288,           0.0095288
                 121,              1.8979,              1.1453,              1.0313,             0.91086,             0.81119,             0.90664,             0.61351,                   0,                   0,                   0,           0.0095248,           0.0095248,           0.0095248
                 122,              1.8779,              1.1166,              1.0422,             0.88128,             0.83057,             0.90261,             0.59841,                   0,                   0,                   0,           0.0095208,           0.0095208,           0.0095208
                 123,              1.8838,              1.1209,              1.0518,              0.9144,             0.84615,             0.91012,             0.60152,                   0,                   0,                   0,           0.0095169,           0.0095169,           0.0095169
                 124,              1.8309,              1.0767,              1.0305,             0.89568,             0.83916,             0.90157,             0.60407,                   0,                   0,                   0,           0.0095129,           0.0095129,           0.0095129
                 125,              1.8787,              1.1455,              1.0187,             0.89423,             0.82769,             0.90516,             0.60687,                   0,                   0,                   0,            0.009509,            0.009509,            0.009509
                 126,              1.8641,              1.1565,              1.0277,             0.89332,             0.81984,             0.89079,             0.60067,                   0,                   0,                   0,            0.009505,            0.009505,            0.009505
                 127,               1.826,              1.0834,              1.0135,             0.90398,              0.8042,             0.89415,             0.60612,                   0,                   0,                   0,            0.009501,            0.009501,            0.009501
                 128,              1.8085,              1.0736,              1.0252,             0.89181,             0.83217,             0.90968,             0.60232,                   0,                   0,                   0,           0.0094971,           0.0094971,           0.0094971
                 129,              1.8325,              1.1382,              1.0212,             0.93573,             0.82517,             0.91197,             0.59533,                   0,                   0,                   0,           0.0094931,           0.0094931,           0.0094931
                 130,              1.8489,              1.1105,              1.0341,             0.92654,             0.83217,              0.9106,             0.59205,                   0,                   0,                   0,           0.0094892,           0.0094892,           0.0094892
                 131,              1.8656,               1.129,              1.0168,             0.93041,             0.84143,             0.92511,             0.60321,                   0,                   0,                   0,           0.0094852,           0.0094852,           0.0094852
                 132,              1.8401,              1.1568,              1.0297,             0.90731,             0.82144,             0.90817,             0.60237,                   0,                   0,                   0,           0.0094812,           0.0094812,           0.0094812
                 133,              1.8308,              1.0796,              1.0303,             0.92248,             0.83214,             0.91172,             0.60809,                   0,                   0,                   0,           0.0094773,           0.0094773,           0.0094773
                 134,              1.8298,              1.1184,               1.027,             0.93642,             0.82393,             0.91064,             0.60411,                   0,                   0,                   0,           0.0094733,           0.0094733,           0.0094733
                 135,              1.8527,              1.1223,              1.0272,             0.91214,             0.81818,             0.89677,             0.61077,                   0,                   0,                   0,           0.0094694,           0.0094694,           0.0094694
                 136,               1.787,              1.0395,              1.0237,             0.94234,             0.83916,             0.92019,             0.60866,                   0,                   0,                   0,           0.0094654,           0.0094654,           0.0094654
                 137,              1.7965,              1.0896,              1.0152,             0.94433,             0.83041,             0.91203,             0.60718,                   0,                   0,                   0,           0.0094614,           0.0094614,           0.0094614
                 138,              1.8112,              1.1121,              1.0068,             0.93723,             0.83533,             0.91789,             0.60922,                   0,                   0,                   0,           0.0094575,           0.0094575,           0.0094575
                 139,              1.8339,              1.1124,              1.0163,             0.93627,             0.82187,             0.91288,             0.61217,                   0,                   0,                   0,           0.0094535,           0.0094535,           0.0094535
                 140,                 1.8,              1.0694,              1.0199,             0.92629,             0.79089,             0.90303,             0.60668,                   0,                   0,                   0,           0.0094496,           0.0094496,           0.0094496
                 141,              1.8083,              1.0918,              1.0172,             0.92568,              0.8042,             0.91397,             0.60774,                   0,                   0,                   0,           0.0094456,           0.0094456,           0.0094456
                 142,              1.7888,              1.0791,               1.024,             0.92136,             0.81937,             0.91553,             0.61365,                   0,                   0,                   0,           0.0094416,           0.0094416,           0.0094416
                 143,              1.8293,              1.0691,              1.0246,             0.92756,             0.81119,             0.91165,             0.60595,                   0,                   0,                   0,           0.0094377,           0.0094377,           0.0094377
                 144,              1.8272,              1.1143,              1.0222,             0.92054,             0.81012,             0.91085,             0.60966,                   0,                   0,                   0,           0.0094337,           0.0094337,           0.0094337
                 145,              1.8438,               1.078,              1.0147,              0.9184,              0.7972,             0.89816,             0.61218,                   0,                   0,                   0,           0.0094298,           0.0094298,           0.0094298
                 146,              1.7962,              1.0905,              1.0135,             0.93414,             0.79352,              0.9122,              0.6116,                   0,                   0,                   0,           0.0094258,           0.0094258,           0.0094258
                 147,              1.7975,              1.0376,              1.0273,             0.92726,             0.78322,              0.9002,             0.60105,                   0,                   0,                   0,           0.0094218,           0.0094218,           0.0094218
                 148,               1.809,              1.0951,               1.022,             0.94836,              0.7972,              0.9103,             0.60301,                   0,                   0,                   0,           0.0094179,           0.0094179,           0.0094179
                 149,              1.8266,              1.0586,              1.0328,             0.93504,             0.80523,             0.90458,             0.60404,                   0,                   0,                   0,           0.0094139,           0.0094139,           0.0094139
                 150,              1.8127,              1.0688,              1.0256,             0.91939,             0.79755,             0.89752,             0.60709,                   0,                   0,                   0,             0.00941,             0.00941,             0.00941
                 151,              1.7797,              1.0184,              1.0158,              0.8994,             0.82517,             0.90979,             0.60477,                   0,                   0,                   0,            0.009406,            0.009406,            0.009406
                 152,              1.8001,              1.0645,              1.0104,             0.90785,             0.82672,             0.91323,             0.61902,                   0,                   0,                   0,            0.009402,            0.009402,            0.009402
                 153,              1.7658,              1.0019,              1.0089,             0.89979,             0.83217,             0.92119,             0.62245,                   0,                   0,                   0,           0.0093981,           0.0093981,           0.0093981
                 154,               1.759,                1.07,              1.0187,             0.90371,             0.82517,             0.92235,             0.62181,                   0,                   0,                   0,           0.0093941,           0.0093941,           0.0093941
                 155,              1.8125,              1.0556,              1.0336,             0.89442,             0.82941,             0.92088,             0.62133,                   0,                   0,                   0,           0.0093902,           0.0093902,           0.0093902
                 156,              1.7708,              1.0202,              1.0221,             0.90826,             0.83084,             0.91998,              0.6195,                   0,                   0,                   0,           0.0093862,           0.0093862,           0.0093862
                 157,              1.7612,              1.0442,               1.011,             0.90047,             0.82252,              0.9222,             0.62517,                   0,                   0,                   0,           0.0093822,           0.0093822,           0.0093822
                 158,              1.8145,              1.0381,              1.0294,             0.92231,             0.83021,             0.91569,             0.62125,                   0,                   0,                   0,           0.0093783,           0.0093783,           0.0093783
                 159,              1.7718,              1.0368,              1.0146,              0.9237,             0.82517,             0.91873,             0.62601,                   0,                   0,                   0,           0.0093743,           0.0093743,           0.0093743
                 160,              1.7871,              1.0462,              1.0138,             0.92276,             0.83217,             0.92413,             0.62433,                   0,                   0,                   0,           0.0093704,           0.0093704,           0.0093704
                 161,              1.8074,              1.0559,              1.0167,             0.92323,             0.84094,             0.92688,             0.62863,                   0,                   0,                   0,           0.0093664,           0.0093664,           0.0093664
                 162,              1.8121,               1.091,              1.0273,              0.9155,             0.83338,             0.91896,             0.61707,                   0,                   0,                   0,           0.0093624,           0.0093624,           0.0093624
                 163,              1.7939,              1.0678,              1.0181,             0.92314,             0.83988,             0.92415,                0.62,                   0,                   0,                   0,           0.0093585,           0.0093585,           0.0093585
                 164,               1.825,              1.1086,              1.0166,             0.92811,             0.83217,             0.92064,             0.61718,                   0,                   0,                   0,           0.0093545,           0.0093545,           0.0093545
                 165,               1.797,              1.0576,              1.0188,             0.92971,             0.83247,             0.92304,             0.62419,                   0,                   0,                   0,           0.0093506,           0.0093506,           0.0093506
                 166,              1.8119,              1.1004,              1.0237,             0.92918,             0.82572,             0.92228,             0.62251,                   0,                   0,                   0,           0.0093466,           0.0093466,           0.0093466
                 167,              1.7694,              1.0367,              1.0245,             0.93175,             0.81818,             0.91655,             0.62027,                   0,                   0,                   0,           0.0093426,           0.0093426,           0.0093426
                 168,              1.7777,              1.0148,               1.014,             0.92039,             0.81818,             0.91797,             0.62115,                   0,                   0,                   0,           0.0093387,           0.0093387,           0.0093387
                 169,              1.7627,              1.0301,               1.022,             0.91126,             0.81818,             0.91124,             0.61994,                   0,                   0,                   0,           0.0093347,           0.0093347,           0.0093347
                 170,              1.7783,               1.067,              1.0215,             0.89979,             0.81626,             0.90859,             0.62137,                   0,                   0,                   0,           0.0093308,           0.0093308,           0.0093308
                 171,              1.7784,              1.0611,              1.0084,             0.90824,             0.83058,             0.91835,             0.61996,                   0,                   0,                   0,           0.0093268,           0.0093268,           0.0093268
                 172,              1.7324,              1.0261,               1.018,             0.90728,             0.82117,             0.91501,             0.62025,                   0,                   0,                   0,           0.0093228,           0.0093228,           0.0093228
                 173,              1.7733,              1.0218,              1.0098,             0.90032,             0.82107,             0.91004,             0.62333,                   0,                   0,                   0,           0.0093189,           0.0093189,           0.0093189
                 174,              1.7662,              1.0385,              1.0228,             0.89772,             0.82517,             0.91084,             0.62555,                   0,                   0,                   0,           0.0093149,           0.0093149,           0.0093149
